pokemon_id,team_id,regulation,game_name,pokemon_name,type1,type2,ability,teratype,nature,bst,hp,atk,def,sp_atk,sp_def,spd
964,12,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Grass,Timid,570,55,55,55,135,135,135
965,12,Regulation Set D,Rillaboom,Rillaboom,Grass,,Grassy Surge,Water,Adamant,530,100,125,90,60,70,85
966,13,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Ghost,Jolly,550,100,130,100,63,60,97
967,13,Regulation Set D,Baxcalibur,Baxcalibur,Dragon,Ice,Thermal Exchange,Fairy,Adamant,600,115,145,92,75,86,87
968,13,Regulation Set D,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Steel,Timid,550,87,60,95,133,91,84
969,13,Regulation Set D,Heatran,Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
970,13,Regulation Set D,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
971,13,Regulation Set D,Zapdos,Zapdos,Electric,Flying,Static,Fairy,Bold,580,90,90,85,125,90,100
972,14,Regulation Set D,Flutter Man (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
974,14,Regulation Set D,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Flying,Adamant,600,89,145,90,105,80,91
975,14,Regulation Set D,Wo-Champion (Wo-Chien),Wo-Chien,Dark,Grass,Tablets of Ruin,Poison,Bold,570,85,85,100,95,135,70
976,14,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
977,14,Regulation Set D,Hot Frog (Heatran),Heatran,Fire,Steel,Flash Fire,Fairy,Modest,600,91,90,106,130,106,77
978,15,Regulation Set D,Farigiraf,Farigiraf,Normal,Psychic,Armor Tail,Fairy,Bold,520,120,90,70,110,70,60
979,15,Regulation Set D,Winnie (Ursaluna),Ursaluna,Ground,Normal,Guts,Ghost,Impish,550,130,140,105,45,80,50
980,15,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
981,15,Regulation Set D,Heatran,Heatran,Fire,Steel,Flash Fire,Fairy,Modest,600,91,90,106,130,106,77
985,16,Regulation Set D,ウインディ (Arcanine-Hisui),Arcanine (Hisuian Arcanine),Fire,Rock,Intimidate,Normal,Adamant,555,95,115,80,95,80,90
986,16,Regulation Set D,ウーラオス (Urshifu-Rapid-Strike),Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
987,16,Regulation Set D,ハバタクカミ (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Grass,Timid,570,55,55,55,135,135,135
988,16,Regulation Set D,ゴリランダー (Rillaboom),Rillaboom,Grass,,Grassy Surge,Steel,Adamant,530,100,125,90,60,70,85
989,16,Regulation Set D,パオジアン (Chien-Pao),Chien-Pao,Dark,Ice,Sword of Ruin,Poison,Adamant,570,80,120,80,90,65,135
990,17,Regulation Set D,クレセリア (Cresselia),Cresselia,Psychic,,Levitate,Fairy,Bold,580,120,70,110,75,120,85
991,17,Regulation Set D,ウルガモス (Volcarona),Volcarona,Bug,Fire,Flame Body,Water,Timid,550,85,60,65,135,105,100
992,17,Regulation Set D,ゴリランダー (Rillaboom),Rillaboom,Grass,,Grassy Surge,Fire,Adamant,530,100,125,90,60,70,85
993,17,Regulation Set D,オーロンゲ (Grimmsnarl),Grimmsnarl,Dark,Fairy,Prankster,Ghost,Careful,510,95,120,65,95,75,60
994,17,Regulation Set D,ヘイラッシャ (Dondozo),Dondozo,Water,,Unaware,Steel,Careful,530,150,100,115,65,65,35
995,17,Regulation Set D,ウインディ (Arcanine-Hisui),Arcanine (Hisuian Arcanine),Fire,Rock,Intimidate,Grass,Adamant,555,95,115,80,95,80,90
997,19,Regulation Set D,ウインディ (Arcanine-Hisui),Arcanine (Hisuian Arcanine),Fire,Rock,Intimidate,Normal,Adamant,555,95,115,80,95,80,90
998,19,Regulation Set D,ウーラオス (Urshifu-Rapid-Strike),Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
999,19,Regulation Set D,ハバタクカミ (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Grass,Timid,570,55,55,55,135,135,135
1000,19,Regulation Set D,ゴリランダー (Rillaboom),Rillaboom,Grass,,Grassy Surge,Steel,Adamant,530,100,125,90,60,70,85
1001,19,Regulation Set D,パオジアン (Chien-Pao),Chien-Pao,Dark,Ice,Sword of Ruin,Poison,Adamant,570,80,120,80,90,65,135
1002,20,Regulation Set D,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Flying,Adamant,600,89,145,90,105,80,91
1003,20,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1004,20,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Grass,Timid,570,55,55,55,135,135,135
1005,20,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Adamant,570,80,120,80,90,65,135
1006,20,Regulation Set D,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
1007,20,Regulation Set D,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Water,Adamant,570,154,140,108,50,68,50
1008,21,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
1011,21,Regulation Set D,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Steel,Modest,550,87,60,95,133,91,84
1012,21,Regulation Set D,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Water,Adamant,600,89,145,90,105,80,91
1013,21,Regulation Set D,Arcanine-Hisui,Arcanine (Hisuian Arcanine),Fire,Rock,Intimidate,Water,Adamant,555,95,115,80,95,80,90
1015,22,Regulation Set D,ウインディ (Arcanine-Hisui),Arcanine (Hisuian Arcanine),Fire,Rock,Intimidate,Normal,Adamant,555,95,115,80,95,80,90
1016,22,Regulation Set D,ウーラオス (Urshifu-Rapid-Strike),Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1017,22,Regulation Set D,ハバタクカミ (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Grass,Timid,570,55,55,55,135,135,135
1018,22,Regulation Set D,ゴリランダー (Rillaboom),Rillaboom,Grass,,Grassy Surge,Steel,Adamant,530,100,125,90,60,70,85
1019,22,Regulation Set D,パオジアン (Chien-Pao),Chien-Pao,Dark,Ice,Sword of Ruin,Poison,Adamant,570,80,120,80,90,65,135
1020,23,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Water,Timid,570,55,55,55,135,135,135
1021,23,Regulation Set D,Heatran,Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
1022,23,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Grass,Jolly,550,100,130,100,63,60,97
1023,23,Regulation Set D,Ursaluna,Ursaluna,Ground,Normal,Guts,Water,Adamant,550,130,140,105,45,80,50
1024,23,Regulation Set D,Cresselia,Cresselia,Psychic,,Levitate,Fairy,Bold,580,120,70,110,75,120,85
1025,23,Regulation Set D,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
1026,35,Regulation Set D,Gothitelle,Gothitelle,Psychic,,Shadow Tag,Fairy,Calm,490,70,55,95,95,110,65
1027,35,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1028,35,Regulation Set D,Volcarona,Volcarona,Bug,Fire,Flame Body,Water,Modest,550,85,60,65,135,105,100
1029,35,Regulation Set D,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Water,Adamant,570,154,140,108,50,68,50
1030,35,Regulation Set D,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Water,Adamant,600,89,145,90,105,80,91
1031,35,Regulation Set D,Scream Tail,Scream Tail,Fairy,Psychic,Protosynthesis,Grass,Timid,570,115,65,99,65,115,111
1032,36,Regulation Set D,Indeedee-F,Indeedee (Female),Psychic,Normal,Psychic Surge,Fire,Relaxed,475,70,55,65,95,105,85
1033,36,Regulation Set D,Armarouge (M),Armarouge,Fire,Psychic,Flash Fire,Grass,Modest,525,85,60,100,125,80,75
1034,36,Regulation Set D,Kingambit,Kingambit,Dark,Steel,Defiant,Fire,Brave,550,100,135,120,60,85,50
1035,36,Regulation Set D,Torkoal,Torkoal,Fire,,Drought,Fire,Quiet,470,70,85,140,85,70,20
1036,36,Regulation Set D,Enamorus-Therian,Enamorus (Therian Forme),Fairy,Flying,Overcoat,Fairy,Quiet,580,74,115,110,135,100,46
1037,36,Regulation Set D,Lilligant-Hisui,Lilligant (Hisuian Lilligant),Grass,Fighting,Chlorophyll,Ghost,Jolly,480,70,105,75,50,75,105
1038,37,Regulation Set D,4 (Amoonguss),Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
1039,37,Regulation Set D,MDL (Chi-Yu),Chi-Yu,Dark,Fire,Beads of Ruin,Fire,Modest,570,55,80,80,135,120,100
1040,37,Regulation Set D,Orange Cat (Dondozo),Dondozo,Water,,Oblivious,Grass,Adamant,530,150,100,115,65,65,35
1041,37,Regulation Set D,LASANG (Tatsugiri-Stretchy),Tatsugiri (Stretchy Form),Dragon,Water,Commander,Steel,Modest,475,68,50,60,120,95,82
1042,37,Regulation Set D,Agency Hands (Iron Hands),Iron Hands,Fighting,Electric,Quark Drive,Water,Adamant,570,154,140,108,50,68,50
1043,37,Regulation Set D,MioPadreMeme (Landorus-Therian),Landorus (Therian Forme),Ground,Flying,Intimidate,Flying,Jolly,600,89,145,90,105,80,91
1044,40,Regulation Set D,Glimmora (F),Glimmora,Rock,Poison,Toxic Debris,Grass,Modest,525,83,55,90,130,81,86
1045,40,Regulation Set D,Chi-Yu,Chi-Yu,Dark,Fire,Beads of Ruin,Ghost,Timid,570,55,80,80,135,120,100
1046,40,Regulation Set D,Dondozo (F),Dondozo,Water,,Oblivious,Flying,Adamant,530,150,100,115,65,65,35
1047,40,Regulation Set D,Tatsugiri-Droopy (F),Tatsugiri (Droopy Form),Dragon,Water,Commander,Steel,Timid,475,68,50,60,120,95,82
1048,40,Regulation Set D,Scream Tail,Scream Tail,Fairy,Psychic,Protosynthesis,Grass,Timid,570,115,65,99,65,115,111
1050,41,Regulation Set D,Heatran,Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
1052,41,Regulation Set D,Rillaboom,Rillaboom,Grass,,Grassy Surge,Poison,Adamant,530,100,125,90,60,70,85
1053,41,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Water,Modest,570,55,55,55,135,135,135
1054,41,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Grass,Adamant,550,100,130,100,63,60,97
1055,41,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Jolly,570,80,120,80,90,65,135
1056,42,Regulation Set D,Dondozo,Dondozo,Water,,Unaware,Grass,Adamant,530,150,100,115,65,65,35
1058,42,Regulation Set D,Glimmora,Glimmora,Rock,Poison,Toxic Debris,Grass,Modest,525,83,55,90,130,81,86
1059,42,Regulation Set D,Chi-Yu,Chi-Yu,Dark,Fire,Beads of Ruin,Ghost,Timid,570,55,80,80,135,120,100
1062,44,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Grass,Timid,570,55,55,55,135,135,135
1063,44,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Adamant,570,80,120,80,90,65,135
1064,44,Regulation Set D,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Relaxed,464,114,85,70,85,80,30
1065,44,Regulation Set D,Rillaboom,Rillaboom,Grass,,Grassy Surge,Water,Adamant,530,100,125,90,60,70,85
1066,44,Regulation Set D,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Water,Adamant,570,154,140,108,50,68,50
1067,44,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1068,45,Regulation Set D,Heatran,Heatran,Fire,Steel,Flash Fire,Fairy,Modest,600,91,90,106,130,106,77
1069,45,Regulation Set D,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Flying,Adamant,600,89,145,90,105,80,91
1070,45,Regulation Set D,Rillaboom,Rillaboom,Grass,,Grassy Surge,Water,Adamant,530,100,125,90,60,70,85
1071,45,Regulation Set D,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Water,Adamant,570,154,140,108,50,68,50
1072,45,Regulation Set D,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
1073,45,Regulation Set D,Arcanine-Hisui,Arcanine (Hisuian Arcanine),Fire,Rock,Intimidate,Water,Jolly,555,95,115,80,95,80,90
1074,46,Regulation Set D,The (Chi-Yu),Chi-Yu,Dark,Fire,Beads of Ruin,Ghost,Timid,570,55,80,80,135,120,100
1075,46,Regulation Set D,Assistant (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
1076,46,Regulation Set D,Wouldn’t (Rillaboom),Rillaboom,Grass,,Grassy Surge,Fire,Adamant,530,100,125,90,60,70,85
1078,46,Regulation Set D,A (Iron Hands),Iron Hands,Fighting,Electric,Quark Drive,Water,Adamant,570,154,140,108,50,68,50
1079,46,Regulation Set D,Chance (Landorus-Therian),Landorus (Therian Forme),Ground,Flying,Intimidate,Water,Adamant,600,89,145,90,105,80,91
1081,47,Regulation Set D,Diego (Chien-Pao),Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Jolly,570,80,120,80,90,65,135
1082,47,Regulation Set D,Semiramis (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Water,Timid,570,55,55,55,135,135,135
1083,47,Regulation Set D,Harold (Heatran),Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
1084,47,Regulation Set D,Greg (Urshifu-Rapid-Strike),Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Grass,Adamant,550,100,130,100,63,60,97
1085,47,Regulation Set D,Boom-Boom (Rillaboom),Rillaboom,Grass,,Grassy Surge,Fire,Adamant,530,100,125,90,60,70,85
1086,50,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Dark,Adamant,570,80,120,80,90,65,135
1087,50,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1088,50,Regulation Set D,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Dragon,Modest,550,87,60,95,133,91,84
1089,50,Regulation Set D,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
1090,50,Regulation Set D,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Flying,Adamant,600,89,145,90,105,80,91
1091,50,Regulation Set D,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Water,Adamant,570,154,140,108,50,68,50
1092,51,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
1093,51,Regulation Set D,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Water,Adamant,570,154,140,108,50,68,50
1095,51,Regulation Set D,Dondozo,Dondozo,Water,,Oblivious,Grass,Adamant,530,150,100,115,65,65,35
1096,51,Regulation Set D,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Water,Adamant,600,89,145,90,105,80,91
1097,51,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Grass,Adamant,570,80,120,80,90,65,135
1099,52,Regulation Set D,Arcanine-Hisui,Arcanine (Hisuian Arcanine),Fire,Rock,Intimidate,Normal,Adamant,555,95,115,80,95,80,90
1100,52,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1101,52,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
1102,52,Regulation Set D,Rillaboom,Rillaboom,Grass,,Grassy Surge,Water,Adamant,530,100,125,90,60,70,85
1103,52,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Grass,Jolly,570,80,120,80,90,65,135
1104,53,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
1106,53,Regulation Set D,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Steel,Modest,550,87,60,95,133,91,84
1108,53,Regulation Set D,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Water,Adamant,600,89,145,90,105,80,91
1109,53,Regulation Set D,Arcanine-Hisui,Arcanine (Hisuian Arcanine),Fire,Rock,Intimidate,Fairy,Adamant,555,95,115,80,95,80,90
1110,54,Regulation Set D,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
1111,54,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Adamant,570,80,120,80,90,65,135
1112,54,Regulation Set D,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Steel,Modest,550,87,60,95,133,91,84
1113,54,Regulation Set D,Pelipper,Pelipper,Water,Flying,Drizzle,Grass,Calm,440,60,50,100,95,70,65
1114,54,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1115,54,Regulation Set D,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
1116,55,Regulation Set D,ElCapi (Moltres-Galar),Moltres (Galarian Moltres),Dark,Flying,Berserk,Poison,Modest,580,90,85,90,100,125,90
1117,55,Regulation Set D,Lu (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
1118,55,Regulation Set D,GarraCrema (Landorus-Therian),Landorus (Therian Forme),Ground,Flying,Intimidate,Flying,Adamant,600,89,145,90,105,80,91
1119,55,Regulation Set D,Doc (Iron Hands),Iron Hands,Fighting,Electric,Quark Drive,Water,Adamant,570,154,140,108,50,68,50
1120,55,Regulation Set D,Gato-T (Urshifu-Rapid-Strike),Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1121,55,Regulation Set D,1UP (Amoonguss),Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
1122,56,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Grass,Adamant,570,80,120,80,90,65,135
1124,56,Regulation Set D,Dragapult,Dragapult,Dragon,Ghost,Clear Body,Fairy,Jolly,600,88,120,75,100,75,142
1125,56,Regulation Set D,ペリッパー (Pelipper),Pelipper,Water,Flying,Drizzle,Steel,Bold,440,60,50,100,95,70,65
1127,56,Regulation Set D,セグレイブ (Baxcalibur),Baxcalibur,Dragon,Ice,Thermal Exchange,Ground,Adamant,600,115,145,92,75,86,87
1128,57,Regulation Set D,Arcanine-Hisui,Arcanine (Hisuian Arcanine),Fire,Rock,Intimidate,Normal,Adamant,555,95,115,80,95,80,90
1130,57,Regulation Set D,Breloom,Breloom,Grass,Fighting,Technician,Ghost,Jolly,460,60,130,80,60,60,70
1131,57,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Electric,Jolly,570,80,120,80,90,65,135
1132,57,Regulation Set D,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Steel,Modest,550,87,60,95,133,91,84
1133,57,Regulation Set D,Roaring Moon,Roaring Moon,Dragon,Dark,Protosynthesis,Flying,Jolly,590,105,139,71,55,101,119
1134,58,Regulation Set D,ハバタクカミ (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Water,Timid,570,55,55,55,135,135,135
1136,58,Regulation Set D,パオジアン (Chien-Pao),Chien-Pao,Dark,Ice,Sword of Ruin,Grass,Adamant,570,80,120,80,90,65,135
1137,58,Regulation Set D,ゴリランダー (Rillaboom),Rillaboom,Grass,,Grassy Surge,Fire,Adamant,530,100,125,90,60,70,85
1138,58,Regulation Set D,Urshifu (Urshifu-Rapid-Strike),Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1139,58,Regulation Set D,ヒードラン (Heatran),Heatran,Fire,Steel,Flash Fire,Fairy,Modest,600,91,90,106,130,106,77
1140,59,Regulation Set D,Amargo (Armarouge),Armarouge,Fire,Psychic,Flash Fire,Grass,Quiet,525,85,60,100,125,80,75
1141,59,Regulation Set D,Torkoal,Torkoal,Fire,,Drought,Fire,Quiet,470,70,85,140,85,70,20
1142,59,Regulation Set D,Ursaluna,Ursaluna,Ground,Normal,Guts,Normal,Brave,550,130,140,105,45,80,50
1143,59,Regulation Set D,Jejedeedee (Indeedee-F),Indeedee (Female),Psychic,Normal,Psychic Surge,Grass,Relaxed,475,70,55,65,95,105,85
1144,59,Regulation Set D,Jejegant (Lilligant-Hisui),Lilligant (Hisuian Lilligant),Grass,Fighting,Chlorophyll,Ghost,Jolly,480,70,105,75,50,75,105
1145,59,Regulation Set D,Jejerene (Hatterene),Hatterene,Psychic,Fairy,Magic Bounce,Water,Quiet,510,57,90,95,136,103,29
1146,60,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Grass,Adamant,570,80,120,80,90,65,135
1147,60,Regulation Set D,Rillaboom,Rillaboom,Grass,,Grassy Surge,Poison,Careful,530,100,125,90,60,70,85
1149,60,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
1150,60,Regulation Set D,Arcanine-Hisui,Arcanine (Hisuian Arcanine),Fire,Rock,Intimidate,Normal,Adamant,555,95,115,80,95,80,90
1151,60,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1153,61,Regulation Set D,リキキリン (Farigiraf),Farigiraf,Normal,Psychic,Armor Tail,Fire,Modest,520,120,90,70,110,70,60
1155,61,Regulation Set D,コータス (Torkoal),Torkoal,Fire,,Drought,Fire,Quiet,470,70,85,140,85,70,20
1156,61,Regulation Set D,ハバタクカミ (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
1157,61,Regulation Set D,ウインディ (Arcanine-Hisui),Arcanine (Hisuian Arcanine),Fire,Rock,Intimidate,Water,Brave,555,95,115,80,95,80,90
1158,62,Regulation Set D,Mimikyu,Mimikyu,Ghost,Fairy,Disguise,Grass,Adamant,476,55,90,80,50,105,96
1159,62,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1160,62,Regulation Set D,冰劍牙豹  (Chien-Pao),Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Adamant,570,80,120,80,90,65,135
1161,62,Regulation Set D,Zapdos,Zapdos,Electric,Flying,Static,Water,Modest,580,90,90,85,125,90,100
1162,62,Regulation Set D,Dragonite,Dragonite,Dragon,Flying,Inner Focus,Normal,Adamant,600,91,134,95,100,100,80
1163,62,Regulation Set D,Heatran,Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
1164,63,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1165,63,Regulation Set D,Rillaboom,Rillaboom,Grass,,Grassy Surge,Fire,Adamant,530,100,125,90,60,70,85
1167,63,Regulation Set D,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Steel,Modest,550,87,60,95,133,91,84
1168,63,Regulation Set D,Mimikyu,Mimikyu,Ghost,Fairy,Disguise,Grass,Adamant,476,55,90,80,50,105,96
1169,63,Regulation Set D,Regidrago,Regidrago,Dragon,,Dragon's Maw,Steel,Modest,580,200,100,50,100,50,80
1171,64,Regulation Set D,水ウーラオス (Urshifu-Rapid-Strike),Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1172,64,Regulation Set D,サーフゴー (Gholdengo),Gholdengo,Steel,Ghost,Good as Gold,Steel,Modest,550,87,60,95,133,91,84
1173,64,Regulation Set D,Rillaboom,Rillaboom,Grass,,Grassy Surge,Fire,Adamant,530,100,125,90,60,70,85
1174,64,Regulation Set D,レジドラゴ (Regidrago),Regidrago,Dragon,,Dragon's Maw,Steel,Modest,580,200,100,50,100,50,80
1175,64,Regulation Set D,ミミッキュ (Mimikyu),Mimikyu,Ghost,Fairy,Disguise,Grass,Adamant,476,55,90,80,50,105,96
1176,65,Regulation Set D,Abomasnow,Abomasnow,Grass,Ice,Snow Warning,Water,Modest,494,90,92,75,92,85,60
1177,65,Regulation Set D,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
1178,65,Regulation Set D,Farigiraf,Farigiraf,Normal,Psychic,Armor Tail,Water,Quiet,520,120,90,70,110,70,60
1179,65,Regulation Set D,Heatran,Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
1180,65,Regulation Set D,Ting-Lu,Ting-Lu,Dark,Ground,Vessel of Ruin,Poison,Brave,570,155,110,125,55,80,45
1181,65,Regulation Set D,Articuno,Articuno,Ice,Flying,Snow Cloak,Poison,Modest,580,90,85,100,95,125,85
1182,66,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Jolly,570,80,120,80,90,65,135
1183,66,Regulation Set D,Heatran,Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
1184,66,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
1185,66,Regulation Set D,Annihilape,Annihilape,Fighting,Ghost,Defiant,Fairy,Adamant,535,110,115,80,50,90,90
1187,66,Regulation Set D,Rillaboom,Rillaboom,Grass,,Grassy Surge,Fire,Adamant,530,100,125,90,60,70,85
1188,67,Regulation Set D,Ursaluna,Ursaluna,Ground,Normal,Guts,Ghost,Brave,550,130,140,105,45,80,50
1189,67,Regulation Set D,Cresselia,Cresselia,Psychic,,Levitate,Fairy,Calm,580,120,70,110,75,120,85
1191,67,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Water,Modest,570,55,55,55,135,135,135
1192,67,Regulation Set D,Heatran,Heatran,Fire,Steel,Flash Fire,Fairy,Modest,600,91,90,106,130,106,77
